A股代码,A股简称,H股代码,H股简称,最新价,总市值(亿),每股收益,每股净资产,市净率,股息率(%),动态市盈率,静态市盈率,市盈率TTM,成立日期,上市日期,所属市场,所属行业,入选指数,主营业务
783,长江证券,,,7.2,398.17,1.97,9.28,1.12,20.2,10.55,21.7,8.85,1997-07-24,1997-07-31,深交所主板,资本市场服务,"国证Ａ指,巨潮中盘,深成指R,深市精选,深证300,深证成指,中证500",证券代理买卖、付息，咨询，承销
785,居然智家,,,2.55,150.39,1.09,3.77,0.83,-25.22,-15.9,-15.9,-15.9,1990-04-25,1997-07-11,深交所主板,商务服务业,"国证Ａ指,巨潮小盘,深成指R,深证300,深证成指,中证500",零售业务、家居卖场、家居建材超市以及家庭装饰装修。
786,北新建材,,,24.88,420.35,8.31,29.82,1.56,-13.57,14.57,14.57,14.57,1997-05-30,1997-06-06,深交所主板,非金属矿物制品业,"ESG 300,国证Ａ指,沪深300,巨潮中盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证红利,深证新兴,深证治理,中证央企",纸面和装饰石膏板、轻钢龙骨等制造和销售。
788,北大医药,,,6.31,37.61,6.84,7.85,2.48,17.9,26.19,27.25,20.74,1993-05-18,1997-06-16,深交所主板,医药制造业,"国证2000,国证Ａ指",制造、销售原料药及制剂。
789,万年青,,,5.09,40.59,-0.19,7.15,0.63,2.68,139.88,139.88,139.88,1997-09-05,1997-09-23,深交所主板,非金属矿物制品业,国证Ａ指,硅酸盐水泥、商品混凝土以及新型墙材的生产和销售。
790,华神科技,,,3.85,23.97,-24.91,4.79,3.36,6.65,-7.49,-7.49,-7.49,1988-01-27,1998-03-27,深交所主板,医药制造业,国证Ａ指,高新技术产品开发生产和经营，中西成药生产和销售，药业技术服务和咨询，商品销售（不含国家限制产品和）禁止流通产品）物业管理咨询及其它服务医疗器械。
791,甘肃能源,,,8.53,165.11,7.6,9.33,1.84,29.05,13.49,13.49,13.49,1997-09-12,1997-10-14,深交所主板,电力、热力生产和供应业,"国证2000,国证Ａ指,深成指R,深市精选,深证成指",水力发电、风力发电、光伏发电及火力发电。
792,盐湖股份,,,35.69,1888.55,16.04,40.9,4.09,118.55,18.39,22.28,16.06,1997-08-25,1997-09-04,深交所主板,化学原料和化学制品制造业,"国证Ａ指,沪深300,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证责任,中证A100,中证央企",氯化钾的开发、生产和销售；盐湖资源综合开发利用等。
793,*ST华闻,,,2.8,54.91,-32.39,3.45,48.82,7.28,-7.94,-7.9,-41.38,1992-12-17,1997-07-29,深交所主板,新闻和出版业,,传播与文化产业的投资、开发，燃气开发、经营、管理及销售等。
795,英洛华,,,9.18,104.07,5.96,12.56,3.83,-13.77,41.55,41.64,37.52,1997-08-04,1997-08-08,深交所主板,非金属矿物制品业,"国证2000,国证Ａ指,深市精选,中小创新",稀土永磁材料与制品、电机系列产品与消防智能装备。
796,凯撒旅业,,,5.12,68.14,-5.39,8.42,9.9,27.05,-73.54,-79.69,-230.0,1996-05-28,1997-07-03,深交所主板,商务服务业,国证Ａ指,旅游业务、航食、铁路配餐业务。
797,中国武夷,,,2.7,42.4,-0.7,4.87,0.9,-7.85,-9.41,-9.41,-9.41,1992-01-31,1997-07-15,深交所主板,房地产业,"国证2000,国证Ａ指",承包国外工业、民用建筑工程和境内外资工程等。
798,中水渔业,,,9.86,36.07,2.34,16.6,8.91,41.46,48.98,43.07,-34.48,1998-01-19,1998-02-12,深交所主板,渔业,"国证Ａ指,中证央企",海洋捕捞。
799,酒鬼酒,,,44.25,143.77,-1.16,76.8,3.82,0.98,-267.25,1150.87,-1099.75,1997-07-14,1997-07-18,深交所主板,酒、饮料和精制茶制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证成指,中证央企",生产销售曲酒系列产品、陶瓷包装物、纸箱、提供印刷服务。
800,一汽解放,,,7.08,348.4,1.09,7.78,1.32,-1.67,48.09,48.09,48.09,1997-06-10,1997-06-18,深交所主板,汽车制造业,"国证Ａ指,巨潮中盘,深成指R,深市精选,深证300,深证成指,深证责任,中证央企",开发、制造、销售小轿车、旅游车及其配件、其他汽车及其配件。
801,四川九洲,,,14.05,142.74,2.85,18.96,4.6,-12.35,79.71,79.71,79.71,1993-11-13,1998-05-06,深交所主板,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指,深成指R,深市精选,深证成指",数字电视、空管和物联网三大产业相关的技术研发、产品制造及销售、技术服务等业务。
802,北京文化,,,4.14,29.62,-23.41,6.22,4.7,-2.36,-7.28,-7.28,-7.28,1997-11-18,1998-01-08,深交所主板,广播、电视、电影和录音制作业,国证Ａ指,影视文化业务。
803,山高环能,,,7.83,36.0,1.32,11.27,2.49,39.82,47.16,280.04,52.05,1988-03-21,1998-03-03,深交所主板,生态保护和环境治理业,国证Ａ指,有机餐厨固废领域的无害化处理与资源化利用及城市清洁供暖。
807,云铝股份,,,33.55,1163.49,16.63,38.23,3.26,132.34,13.4,19.22,8.08,1998-03-20,1998-04-08,深交所主板,有色金属冶炼和压延加工业,"ESG 300,国证Ａ指,国证治理,沪深300,巨潮中盘,深成指R,深市精选,深证300,深证成指,深证治理,中证央企",重熔用铝锭及铝深加工产品的生产及销售等。
809,和展能源,,,3.55,29.28,-1.99,4.46,1.1,-2.74,-47.29,-47.29,-47.29,1996-11-05,1998-06-16,深交所主板,电气机械和器材制造业,国证Ａ指,新能源及混塔业务。
810,创维数字,,,12.66,140.6,1.84,15.02,2.21,12.33,56.57,80.96,43.92,1988-07-01,1998-06-02,深交所主板,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指,深成指R,深市精选,深证成指",数字智能终端及前端系统的研究、开发、生产、销售与运营及服务。
811,冰轮环境,,,22.43,219.45,4.85,22.97,3.49,148.59,39.44,39.44,39.44,1988-11-01,1998-05-28,深交所主板,通用设备制造业,"国证2000,国证Ａ指,深市精选,中小创新",低温冷冻设备、中央空调设备、环保制热设备及应用系统集成、工程成套服务。
812,陕西金叶,,,3.88,29.32,0.08,5.71,1.92,-12.65,-13.09,-13.09,-13.09,1998-05-21,1998-06-23,深交所主板,印刷和记录媒介复制业,"国证2000,国证Ａ指",烟草配套产业、教育产业、房地产业、医养产业。
813,德展健康,,,3.37,70.66,-2.34,5.26,1.42,4.01,-78.94,-346.21,-86.86,1998-04-14,1998-05-19,深交所主板,医药制造业,国证Ａ指,药品的研发、生产和销售。
815,美利云,,,20.37,141.63,-21.73,23.1,10.07,69.75,181.87,212.56,159.5,1998-05-26,1998-06-09,深交所主板,造纸和纸制品业,"国证2000,国证Ａ指,中证央企",各类高、中、低档机制纸、纸板、加工纸的生产销售。
816,智慧农业,,,3.13,45.06,-1.05,4.42,2.3,-0.32,-66.16,-66.16,-66.16,1997-08-11,1997-08-18,深交所主板,通用设备制造业,国证Ａ指,家用及户外动力、电力设备综合服务商，多品种金属精矿供应商，辅以国际国内贸易和现代农业生产整体解决方案提供。
818,航锦科技,,,14.65,96.43,-11.57,29.03,4.19,-37.71,-9.62,-9.87,477.43,1997-09-16,1997-10-17,深交所主板,化学原料和化学制品制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证成指",化工业务和军工业务。
819,岳阳兴长,,,16.67,60.93,-1.34,21.0,2.97,14.26,-118.29,-118.29,-118.29,1990-02-14,1997-06-25,深交所主板,石油、煤炭及其他燃料加工业,"国证2000,国证Ａ指,深市精选,中证央企",生产石油产品和石油化工产品的加工工业。
820,*ST节能,,,3.37,10.01,-4.1,4.32,14.63,52.49,-141.2,-98.49,-195.22,1998-05-27,1998-06-30,深交所主板,专业技术服务业,,工业节能环保和资源综合利用技术的开发和推广。
821,ST京机,,,10.94,66.15,2.29,16.59,1.59,-1.71,24.29,15.89,17.95,1993-03-30,1998-06-26,深交所主板,专用设备制造业,,智能装备制造业务、汽车零部件业务。
822,山东海化,,,6.1,54.6,-15.69,7.51,1.43,-4.98,-3.94,-3.94,-3.94,1998-06-04,1998-07-03,深交所主板,化学原料和化学制品制造业,国证Ａ指,纯碱、工业溴及溴素、苦卤的生产、销售。
823,超声电子,,,15.97,85.76,3.21,16.8,1.8,63.63,38.55,38.55,38.55,1997-09-05,1997-10-08,深交所主板,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指,深市精选,中小创新",印制线路板、液晶显示器及触摸屏、超薄及特种覆铜板、超声电子仪器的研制、生产和销售。
825,太钢不锈,,,4.5,256.33,0.24,5.76,0.77,34.73,181.39,-26.13,33.84,1998-06-11,1998-10-21,深交所主板,黑色金属冶炼和压延加工业,"国证Ａ指,巨潮小盘,深成指R,深证300,深证成指,深证新兴,中证500,中证央企",黑金属冶炼、不锈钢及其钢制品等的生产和销售。
826,启迪环境,,,1.87,26.65,-14.53,3.05,63.6,14.02,-1.01,-0.87,-2.93,1993-10-11,1998-02-25,深交所主板,公共设施管理业,国证Ａ指,市政给水、污水处理项目投资及运营；城市垃圾及工业固体废弃物处置及危险废弃物处置及回收利用相关配套设施设计。
828,东莞控股,,,10.11,105.1,5.09,12.44,1.03,-0.05,12.76,12.76,12.76,1988-12-26,1997-06-17,深交所主板,道路运输业,"国证2000,国证Ａ指,深市精选,中小创新",高速公路运营管理、融资租赁及商业保理业务。
829,天音控股,,,12.14,124.33,-0.06,12.69,4.27,23.0,-266.42,399.08,-163.23,1997-11-07,1997-12-02,深交所主板,批发业,"国证2000,国证Ａ指,深市精选,中小创新",手机分销业务、彩票业务、移动互联业务、移动转售业务和白酒业务。
830,鲁西化工,,,16.16,307.71,4.12,21.8,1.62,46.51,20.83,15.17,22.56,1998-06-11,1998-08-07,深交所主板,化学原料和化学制品制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证300,深证成指,深证红利,深证治理,中证500,中证央企",化工、化工新材料及化肥产品的生产销售。
831,中国稀土,,,51.11,542.39,1.91,66.0,11.22,61.84,500.94,-189.05,211.67,1998-06-17,1998-09-11,深交所主板,有色金属冶炼和压延加工业,"国证Ａ指,巨潮中盘,深成指R,深市精选,深证300,深证成指,深证新兴,中证500,中证央企",稀土冶炼分离及稀土技术研发。
833,粤桂股份,,,24.97,113.29,7.23,30.31,4.82,111.29,34.6,41.73,23.22,1993-08-18,1998-11-11,深交所主板,综合,"国证2000,国证Ａ指",食糖、纸、酒精及轻质碳酸钙的制造、销售，硫铁矿的开采和硫酸的制造与销售。
837,秦川机床,,,10.77,108.5,0.59,16.27,2.26,-11.29,208.33,208.33,208.33,1998-07-10,1998-09-28,深交所主板,通用设备制造业,"国证2000,国证Ａ指,深市精选,中小创新",以高端机床及复杂刀具为主的高端装备制造。
838,财信发展,,,1.71,18.02,-11.84,4.28,-9.4,-26.61,-2.99,-2.99,-2.99,1996-10-29,1997-06-26,深交所主板,房地产业,国证Ａ指,房地产开发、销售。
839,国安股份,,,3.08,120.73,-2.92,4.26,7.87,18.01,-55.08,-155.2,1072.19,1997-10-14,1997-10-31,深交所主板,软件和信息技术服务业,"国证Ａ指,中证央企",卫星通讯、网络工程、信息传输、有线电视、移动通讯等。
848,承德露露,,,8.39,84.83,13.37,11.01,2.65,-12.43,13.57,12.84,16.73,1997-10-17,1997-11-13,深交所主板,酒、饮料和精制茶制造业,"国证2000,国证Ａ指,深市精选,深证治理,央视50,中小创新",植物蛋白饮料的生产和销售。
850,华茂股份,,,4.67,44.06,4.0,6.66,0.97,17.84,14.37,15.35,19.26,1998-07-10,1998-10-07,深交所主板,纺织业,国证Ａ指,纺织业务、投资业务。
852,石化机械,,,7.28,68.86,0.33,9.58,2.23,14.83,-5020.97,640.94,-271.93,1998-09-28,1998-11-26,深交所主板,专用设备制造业,"国证2000,国证Ａ指,深市精选,中证央企",石油天然气及矿用钻头、石油机械配件等。
856,冀东装备,,,10.52,23.88,1.33,13.29,5.52,3.65,91.44,91.44,91.44,1998-06-16,1998-08-13,深交所主板,专用设备制造业,国证Ａ指,机械设备与备件业务、土建安装业务、维修工程业务、电气设备与备件业务。
858,五 粮 液,,,101.18,3927.25,16.27,131.43,2.96,-18.55,13.81,12.33,13.69,1998-04-21,1998-04-27,深交所主板,酒、饮料和精制茶制造业,"ESG 300,分析师指数,国证Ａ指,国证红利,国证治理,沪深300,巨潮100,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证红利,深证责任,深证治理",酒类及相关辅助产品（瓶盖、商标、标识及包装制品）的生产经营。
859,国风新材,,,9.51,85.2,-1.57,14.08,3.13,41.52,-117.58,-117.58,-117.58,1998-09-23,1998-11-19,深交所主板,橡胶和塑料制品业,国证Ａ指,塑料建材、门窗、BOPP和PE塑料薄膜等。
860,顺鑫农业,,,12.9,95.69,-0.39,17.3,1.37,-19.43,-129.46,41.39,93.22,1998-09-21,1998-11-04,深交所主板,酒、饮料和精制茶制造业,"国证2000,国证Ａ指,深市精选,中小创新",白酒酿造与销售；种猪繁育、生猪养殖、屠宰及肉制品加工；房地产开发。
862,银星能源,,,7.03,44.15,0.4,9.44,1.48,16.97,235.74,145.13,29.08,1998-06-28,1998-09-15,深交所主板,电力、热力生产和供应业,"国证2000,国证Ａ指,中证央企",风力发电、太阳能发电及其相关产业的运营管理与建设、安装工程总承包。
863,三湘印象,,,4.44,51.66,-1.44,6.95,1.17,16.84,-135.74,271.93,533.23,1994-01-20,1997-09-25,深交所主板,房地产业,"国证2000,国证Ａ指",文化业务、房地产业务。
868,安凯客车,,,4.3,31.53,-1.35,6.2,5.03,-26.12,-73.13,-73.13,-73.13,1997-07-22,1997-07-25,深交所主板,汽车制造业,国证Ａ指,客车、底盘生产与销售。
869,张  裕Ａ,,,19.04,86.65,0.62,24.37,1.21,-11.15,175.53,175.53,175.53,1997-09-18,2000-10-26,深交所主板,酒、饮料和精制茶制造业,"国证Ａ指,深市精选",以葡萄、苹果等为主要原料的葡萄酒、白兰地、香槟酒、保健酒的生产和销售。
875,电投绿能,,,6.64,221.93,0.82,8.37,1.37,27.62,145.21,46.78,21.96,1997-11-20,2002-09-26,深交所主板,电力、热力生产和供应业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证成指,中证央企",发电、供热、清洁能源投资开发、电站检修、科技项目研发、配售电等业务。
876,新 希 望,,,8.68,390.6,0.98,10.61,1.75,-11.93,36.18,82.53,38.57,1998-03-04,1998-03-11,深交所主板,农副食品加工业,"ESG 300,国证Ａ指,沪深300,巨潮中盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证责任",饲料、原料添加剂、饲料加工机械、农副产品、食品的生产、加工、销售。
877,天山股份,,,4.71,334.9,-2.73,7.38,0.44,-13.1,-4.59,-4.59,-4.59,1998-11-18,1999-01-07,深交所主板,非金属矿物制品业,"国证Ａ指,巨潮中盘,深成指R,深市精选,深证300,深证成指,中证央企",水泥及熟料、商品混凝土及砂石骨料产品的生产和销售。
878,云南铜业,,,19.35,387.7,3.17,29.47,2.55,68.55,34.73,36.06,17.37,1998-05-15,1998-06-02,深交所主板,有色金属冶炼和压延加工业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证300,深证成指,中证500,中证央企",生产和销售铜精矿及其他有色金属矿产品、高纯阴极铜、工业硫酸、黄金、白银。
880,潍柴重机,,,31.55,71.63,2.87,41.06,6.96,32.17,60.96,60.96,60.96,1998-03-23,1998-04-02,深交所主板,通用设备制造业,"国证2000,国证Ａ指,深市精选,中小创新",开发、制造和销售船舶动力和发电设备市场用30-12000马力的发动机、发电机组及动力集成系统，提供全系列船用主推、电推、发电设备、泵用动力发动机等产品。
881,中广核技,,,7.66,69.23,-3.25,9.69,1.39,15.19,-21.97,-20.0,-53.34,1993-04-17,1998-09-02,深交所主板,化学原料和化学制品制造业,"国证Ａ指,中证央企",远洋运输、房地产开发、国际工程承包、国际劳务合作、远洋渔业和进出口贸易及线缆用改性高分子材料、改性工程塑料、电子加速器的生产和销售以及辐照加工业务等核技术应用业务。
882,华联股份,,,1.58,43.22,-1.13,2.44,0.64,-31.6,-29.54,212.74,-23.64,1998-05-18,1998-06-16,深交所主板,商务服务业,国证Ａ指,购物中心运营管理业务、影院运营管理业务和商业保理业务。
883,湖北能源,,,4.9,317.5,2.01,5.37,0.93,-0.61,18.3,18.3,18.3,1998-04-28,1998-05-19,深交所主板,电力、热力生产和供应业,"国证Ａ指,巨潮中盘,内地低碳,深成指R,深证300,深证成指,深证环保,深证新兴,中证500,中证央企",能源投资、开发与管理。
885,城发环境,,,14.39,92.4,4.19,15.98,0.94,17.05,7.23,7.47,7.35,1998-12-31,1999-03-19,深交所主板,生态保护和环境治理业,"国证2000,国证Ａ指,深市精选,中小创新",高速公路运营和城市基础设施建设。
886,海南高速,,,5.6,54.76,0.41,8.28,1.73,-10.11,35.81,35.81,35.81,1997-12-11,1998-01-23,深交所主板,道路运输业,"国证2000,国证Ａ指",房地产开发、交通基础设施投资建设、酒店业务和广告业务等领域。
887,中鼎股份,,,18.35,241.19,5.68,26.63,1.71,8.9,16.03,19.3,13.86,1998-10-23,1998-12-03,深交所主板,橡胶和塑料制品业,"ESG 300,国证Ａ指,巨潮小盘,深成指R,深市精选,深证300,深证成指,中证500",密封件、特种橡胶制品的研发、生产、销售与服务
888,峨眉山Ａ,,,12.25,64.55,4.67,15.42,2.41,-11.55,28.7,27.51,20.67,1997-10-09,1997-10-21,深交所主板,公共设施管理业,"国证2000,国证Ａ指,深市精选",提供旅游，索道运输，住宿，客运，餐饮娱乐方面的服务等。
889,中嘉博创,,,4.35,37.84,-2.76,5.45,55.15,62.31,-153.89,-153.89,-153.89,1997-05-16,1997-12-18,深交所主板,软件和信息技术服务业,国证Ａ指,信息智能传输、通信网络维护和金融服务外包。
890,法尔胜,,,16.76,70.31,-10.04,17.61,244.69,432.06,-103.89,-103.89,-103.89,1993-06-30,1999-01-19,深交所主板,金属制品业,国证Ａ指,商业保理业务、金属制品业务。
