A股代码,A股简称,H股代码,H股简称,最新价,总市值(亿),每股收益,每股净资产,市净率,股息率(%),动态市盈率,静态市盈率,市盈率TTM,成立日期,上市日期,所属市场,所属行业,入选指数,主营业务
603389,*ST亚振,,,50.8,133.48,-8.12,53.38,57.06,631.99,-140.51,-114.13,-318.69,2000-08-15,2016-12-15,上交所,家具制造业,,中高档木家具产品的生产与销售。
603390,通达电气,,,13.27,46.51,6.35,19.23,2.73,36.38,35.8,54.76,18.27,1994-01-11,2019-11-25,上交所,计算机、通信和其他电子设备制造业,国证Ａ指,车载智能终端综合信息管理系统及配套汽车电气产品研发、生产、销售。
603391,力聚热能,,,63.13,14.36,6.72,79.33,2.54,59.94,25.43,25.43,25.43,2006-06-27,2024-07-31,上交所,通用设备制造业,国证Ａ指,热水锅炉与蒸汽锅炉的研发、生产和销售。
603392,万泰生物,,,38.56,487.55,-2.95,80.0,4.11,-41.17,-122.42,-122.42,-122.42,1991-04-24,2020-04-29,上交所,医药制造业,"国证Ａ指,沪深300,巨潮大盘,上证180,中证新兴",体外诊断试剂、仪器与疫苗的研发、生产及销售。
603393,新天然气,,,33.73,142.75,2.64,44.0,1.56,20.34,17.72,17.72,17.72,2002-06-13,2016-09-12,上交所,燃气生产和供应业,"国证2000,国证Ａ指,上证380",城市天然气的输配、销售、入户安装以及煤层气开采
603395,红四方,,,28.26,18.37,1.11,40.55,5.25,-20.08,270.56,78.86,120.21,2012-03-26,2024-11-26,上交所,化学原料和化学制品制造业,"国证2000,国证Ａ指,中证央企",复合肥和氮肥产品研发、生产、销售和服务。
603396,金辰股份,,,34.95,48.42,1.28,55.58,1.87,50.45,105.38,76.0,71.89,2004-08-30,2017-10-18,上交所,专用设备制造业,"国证2000,国证Ａ指",太阳能光伏组件自动化生产线成套装备的研发、设计、生产和销售，并为客户提供相关服务。
603398,*ST沐邦,,,11.9,51.6,-37.4,13.17,8.03,19.72,-4.32,-4.49,-10.88,2003-08-18,2015-12-09,上交所,电气机械和器材制造业,,光伏硅片和硅棒的研发、益智玩具业务、医疗器械业务、教育业务以及精密非金属模具的研发、生产和销售。
603399,永杉锂业,,,13.52,69.26,-5.76,14.0,4.18,62.11,-36.73,272.45,-31.82,2003-06-18,2012-08-24,上交所,有色金属冶炼和压延加工业,国证Ａ指,钼炉料、钼化工、钼金属等钼系列产品的生产、加工、销售业务。
603400,华之杰,,,66.06,13.21,5.8,96.1,5.39,248.05,59.41,53.12,53.03,2001-06-06,2025-06-20,上交所,通用设备制造业,国证Ａ指,智能开关、智能控制器、无刷电机、精密结构件等锂电电动工具、消费电子等领域零部件的研发、生产和销售。
603402,陕西旅游,,,133.74,25.86,12.11,192.0,3.57,66.26,26.92,26.92,26.92,2011-04-15,2026-01-06,上交所,文化艺术业,国证Ａ指,旅游演艺、旅游索道、旅游餐饮、旅游项目投资及管理。
603406,天富龙,,,34.22,12.55,8.52,81.5,2.93,48.14,31.76,30.98,31.03,2009-05-11,2025-08-08,上交所,化学纤维制造业,国证Ａ指,差别化涤纶短纤维的研发、生产和销售。
603408,建霖家居,,,11.47,51.34,7.37,15.18,1.46,5.33,12.47,11.65,13.61,1990-06-30,2020-07-30,上交所,橡胶和塑料制品业,国证Ａ指,厨卫产品、净水产品和其他产品的研发、设计、生产和销售。
603409,汇通控股,,,42.02,15.2,6.99,44.47,3.48,18.37,35.93,35.93,35.93,2006-03-29,2025-03-04,上交所,汽车制造业,国证Ａ指,汽车造型部件和汽车声学产品的研发、生产和销售。
603416,信捷电气,,,51.65,71.92,6.81,68.8,2.99,4.64,31.93,31.93,31.93,2008-04-22,2016-12-21,上交所,仪器仪表制造业,"国证2000,国证Ａ指",工业自动化控制产品的研发、生产和销售，为OEM自动化行业提供智能控制系统解决方案。
603418,友升股份,,,50.29,20.8,7.94,92.0,2.2,8.48,19.26,23.96,20.28,1992-12-04,2025-09-23,上交所,汽车制造业,国证Ａ指,铝合金汽车零部件的研发、生产和销售。
603421,鼎信通讯,,,8.3,54.13,-16.69,11.36,2.16,30.71,-8.5,-8.5,-8.5,2008-03-26,2016-10-11,上交所,仪器仪表制造业,国证Ａ指,低压电力线载波通信产品的研发、生产、销售和服务。
603429,*ST集友,,,9.82,51.5,-1.43,14.33,4.07,16.77,-282.92,-282.92,-282.92,1998-09-15,2017-01-24,上交所,印刷和记录媒介复制业,,烟用接装纸、烟用封签纸及电化铝的研发、生产及销售。
603439,三力制药,,,10.86,43.86,5.78,14.32,3.01,-7.76,27.64,16.21,41.23,1995-09-22,2020-04-28,上交所,医药制造业,"国证2000,国证Ａ指",药品的研发、生产及销售。
603444,吉比特,,,387.7,279.3,24.89,662.02,4.65,92.45,13.77,15.57,13.49,2004-03-26,2017-01-04,上交所,互联网和相关服务,"ESG 300,国证Ａ指,巨潮小盘,上证380,责任指数,中证500",网络游戏创意策划、研发制作及商业化运营。
603456,九洲药业,,,16.54,147.11,6.74,22.25,1.65,24.12,22.57,20.15,21.37,1998-07-13,2014-10-10,上交所,医药制造业,"ESG 300,国证Ａ指,巨潮小盘,上证380",为国内外大中型制药企业提供创新药品在研发、生产方面的CDMO一站式服务
603458,勘设股份,,,11.56,35.39,-7.58,13.67,1.36,57.28,-9.17,-9.17,-9.17,2010-04-30,2017-08-09,上交所,专业技术服务业,国证Ａ指,工程咨询与工程承包业务
603459,红板科技,,,59.06,46.69,10.7,72.62,11.26,233.67,82.46,82.46,82.46,2005-10-17,2026-04-08,上交所,计算机、通信和其他电子设备制造业,国证Ａ指,印制电路板的研发、生产和销售。
603466,风语筑,,,10.31,61.33,-0.37,14.0,2.95,2.89,-382.3,-333.75,35.98,2003-08-12,2017-10-20,上交所,文化艺术业,"国证2000,国证Ａ指",数字文化展示体验系统的策划、设计、实施和维护服务。
603477,巨星农牧,,,18.11,92.37,-4.89,23.51,3.65,-12.31,-20.27,304.43,-6.48,2013-12-24,2017-12-18,上交所,畜牧业,"国证2000,国证Ａ指",中高档天然皮革的研发、制造与销售，畜禽养殖及饲料生产和销售。
603486,科沃斯,,,63.92,366.49,9.75,111.69,4.3,23.45,23.0,45.91,19.57,1998-03-11,2018-05-28,上交所,计算机、通信和其他电子设备制造业,"国证Ａ指,巨潮中盘,上证380,中证500",各类家庭服务机器人、清洁类小家电等智能家用设备及相关零部件的研发、设计、生产与销售。
603488,展鹏科技,,,10.98,32.06,-1.68,12.33,3.55,50.41,-104.27,321.77,-44.23,2001-02-08,2017-05-16,上交所,通用设备制造业,国证Ａ指,电梯门系统、电梯一体化控制系统、电梯轿厢及门系统配套部件的研发、生产与销售。
603489,八方股份,,,35.33,82.89,2.48,38.98,3.08,40.53,104.28,129.83,92.93,2003-07-28,2019-11-11,上交所,电气机械和器材制造业,"国证2000,国证Ａ指,责任指数",电踏车电机及配套电气系统的研发、生产、销售和技术服务。
603496,恒为科技,,,31.86,102.02,1.91,39.51,7.35,23.13,292.0,292.0,292.0,2003-03-31,2017-06-07,上交所,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指,上证380",智能系统解决方案的研发、销售与服务。
603499,翔港科技,,,20.51,62.06,8.17,25.6,6.93,25.55,53.38,53.38,53.38,2006-08-30,2017-10-16,上交所,印刷和记录媒介复制业,国证Ａ指,彩盒、标签等相关包装印刷产品的研发、生产和销售。
603500,祥和实业,,,10.75,35.67,9.87,14.1,3.44,31.1,26.61,26.61,26.61,1997-10-05,2017-09-04,上交所,铁路、船舶、航空航天和其他运输设备制造业,国证Ａ指,轨道扣件非金属部件和电子元器件配件的研发、生产和销售
603501,豪威集团,501.0,豪威集团,92.44,1118.9,9.25,157.1,4.17,-24.97,28.82,28.82,28.82,2007-05-15,2017-05-04,上交所,计算机、通信和其他电子设备制造业,"ESG 300,分析师指数,国证Ａ指,沪深300,巨潮100,巨潮大盘,上证180,上证50,中证A100,中证新兴",半导体分立器件和电源管理IC等半导体产品的研发设计，以及被动件（包括电阻、电容、电感等）、结构器件、分立器件和IC等半导体产品的分销业务。
603505,金石资源,,,17.73,149.23,4.79,23.09,8.14,9.38,45.81,45.81,45.81,2001-05-15,2017-05-03,上交所,非金属矿采选业,"国证2000,国证Ａ指,上证380",萤石矿的投资和开发，以及萤石产品的生产和销售。
603506,南都物业,,,12.16,22.83,4.16,16.04,1.92,19.57,23.01,23.01,23.01,1994-04-13,2018-02-01,上交所,房地产业,国证Ａ指,基础物业服务、案场服务、增值服务
603507,振江股份,,,45.51,82.72,1.29,48.04,3.34,98.18,75.29,75.29,75.29,2004-03-01,2017-11-06,上交所,电气机械和器材制造业,"国证2000,国证Ａ指",风电设备和光伏设备零部件的设计、加工与销售。
603508,思维列控,,,24.26,92.5,12.54,35.44,2.31,3.18,16.63,16.63,16.63,1998-04-29,2015-12-24,上交所,铁路、船舶、航空航天和其他运输设备制造业,"国证2000,国证Ａ指,责任指数",为列车运行控制系统的研发、升级、产业化及技术支持，向客户提供适用于我国铁路复杂运营条件和高负荷运输特点的列车运行控制系统、行车安全监测系统、LKJ安全管理及信息化系统等整体解决方案。
603511,爱慕股份,,,14.21,57.11,2.5,21.4,1.32,9.56,46.59,35.15,42.56,1981-10-13,2021-05-31,上交所,纺织服装、服饰业,"国证2000,国证Ａ指",高品质贴身服饰及其用品的研发、生产与销售。
603515,欧普照明,,,19.88,146.38,9.27,21.16,2.07,35.61,16.23,16.05,28.19,2008-10-21,2016-08-19,上交所,电气机械和器材制造业,国证Ａ指,公司是一家集研发、生产和销售于一体的综合型照明企业，以“用光创造价值”为使命，在家居、办公、商业、工业照明等众多应用领域为客户提供专业照明解决方案，产品涵盖灯具、光源、照明控制及其他等相关领域。
603516,淳中科技,,,145.4,295.55,0.27,267.6,21.23,258.12,5851.34,344.47,-758.12,2011-05-16,2018-02-02,上交所,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指",提供显控系统设备及解决方案。
603517,ST绝味,,,13.05,79.08,-3.1,17.22,1.31,-19.39,-33.0,-41.4,27.71,2008-12-17,2017-03-17,上交所,农副食品加工业,,休闲卤制食品的研发、生产和销售。
603518,锦泓集团,,,9.06,31.17,3.97,13.43,0.84,12.69,13.82,13.82,13.82,2003-03-14,2014-12-03,上交所,纺织服装、服饰业,国证Ａ指,中高档服装的设计研发、生产制造、品牌营销及终端销售。
603519,立霸股份,,,14.18,37.77,9.68,14.44,3.08,23.95,24.12,24.12,24.12,1994-01-19,2015-03-19,上交所,电气机械和器材制造业,国证Ａ指,家电用复合材料的研发、生产和销售。
603520,司太立,,,10.58,46.38,-0.5,12.82,1.78,29.02,-158.58,-94.47,120.69,1997-09-15,2016-03-09,上交所,医药制造业,"国证2000,国证Ａ指",非离子型碘造影剂及喹诺酮类抗菌药等药物的原料药及中间体的研发、生产和销售
603527,众源新材,,,11.59,36.74,2.64,13.12,1.78,27.5,27.07,28.86,27.53,2005-04-06,2017-09-07,上交所,有色金属冶炼和压延加工业,国证Ａ指,紫铜带箔材系列产品的研发、生产和销售
603528,多伦科技,,,7.95,56.12,-2.88,11.57,2.95,-0.25,-101.15,887.62,-212.49,1995-12-25,2016-05-03,上交所,软件和信息技术服务业,国证Ａ指,机动车驾驶人智能培训和考试系统、智能交通类产品、驾驶模拟训练系统等的研发、生产和销售。
603529,爱玛科技,,,25.96,220.03,6.67,43.38,2.28,-36.81,13.86,11.07,28.72,1999-09-27,2021-06-15,上交所,铁路、船舶、航空航天和其他运输设备制造业,"国证Ａ指,巨潮中盘,上证380,中证500",电动自行车、电动轻便摩托车、电动摩托车的研发、生产及销售。
603530,神马电力,,,61.61,263.36,16.38,73.93,14.81,163.93,61.61,61.61,61.61,1996-08-29,2019-08-05,上交所,电气机械和器材制造业,"国证2000,国证Ａ指",电力系统变电站复合外绝缘、输配电线路复合外绝缘和橡胶密封件等产品的研发、生产与销售。
603533,掌阅科技,,,26.84,117.8,-3.95,37.62,5.1,40.08,-90.24,238.99,-40.78,2008-09-08,2017-09-21,上交所,互联网和相关服务,"国证2000,国证Ａ指",互联网数字阅读服务及增值服务业务
603535,嘉诚国际,,,8.16,41.69,3.8,13.67,1.58,-21.61,22.25,20.37,21.02,2000-10-24,2017-08-08,上交所,装卸搬运和仓储业,"国证2000,国证Ａ指",为制造业企业提供全程供应链一体化管理的第三方综合物流服务。
603536,惠发食品,,,9.75,23.45,-5.67,15.77,6.23,1.77,-33.98,-33.98,-33.98,2005-02-02,2017-06-13,上交所,农副食品加工业,国证Ａ指,速冻调理肉制品的研发、生产和销售。
603538,美诺华,,,55.55,120.12,2.31,57.29,5.45,303.12,123.12,183.34,95.76,2004-02-19,2017-04-07,上交所,医药制造业,"国证2000,国证Ａ指",特色原料药及医药中间体的研发、生产与销售。
603551,奥普科技,,,12.27,46.61,13.6,13.58,3.76,32.79,15.99,15.88,19.2,2004-09-09,2020-01-15,上交所,电气机械和器材制造业,国证Ａ指,浴霸、集成吊顶等家居产品的研发、生产、销售及提供相关服务。
603556,海兴电力,,,30.2,146.85,7.3,43.28,1.99,2.74,20.14,20.14,20.14,2001-07-06,2016-11-10,上交所,仪器仪表制造业,"国证Ａ指,巨潮小盘,上证380",运用物联网、边缘计算、传感、通讯、计量、大数据、云计算等技术为电力行业用户提供基于物联网架构的智能配用电整体解决方案、智能微网产品及电力行业相关工程和运维服务
603557,ST起步,,,3.71,23.13,-21.25,4.42,29.53,74.18,-16.25,-19.86,-21.2,2009-12-28,2017-08-18,上交所,皮革、毛皮、羽毛及其制品和制鞋业,,童鞋、童装和儿童服饰配饰等的设计、研发、生产和销售
603558,健盛集团,,,13.67,46.84,11.42,15.64,2.0,61.51,10.74,11.57,12.82,1993-12-06,2015-01-27,上交所,纺织服装、服饰业,国证Ａ指,以ODM、OEM的方式为世界知名品牌商和零售商自有品牌提供专业服务
603559,ST通脉,,,6.77,27.17,-19.13,10.04,2.85,-19.88,-9.65,-9.03,-31.38,1986-06-26,2016-12-02,上交所,电信、广播电视和卫星传输服务,,为基础电信运营商和通信设备商提供涵盖核心网、传输网和接入网等全网络层次的通信网络工程和维护综合技术服务。
603565,中谷物流,,,11.03,231.64,8.05,12.4,2.22,20.81,11.58,11.58,11.58,2010-03-05,2020-09-25,上交所,水上运输业,"国证Ａ指,红利指数,巨潮小盘,上证380,中证500,中证红利",集装箱物流服务。
603566,普莱柯,,,12.44,43.05,4.65,15.59,1.67,2.84,29.96,46.39,20.55,2002-06-22,2015-05-18,上交所,医药制造业,"国证2000,国证Ａ指",动物用生物制品与化学药品的研发、生产和销售
603567,珍宝岛,,,6.71,63.04,-2.85,13.33,0.87,-37.0,-18.98,14.41,-12.69,1996-10-28,2015-04-24,上交所,医药制造业,"国证2000,国证Ａ指",中药材种植、中药材贸易、新药开发、生产制造、市场营销到药品集中配送及电子商务
603568,伟明环保,,,21.27,363.09,7.77,29.37,2.44,15.33,16.43,16.43,16.43,2001-12-29,2015-05-28,上交所,生态保护和环境治理业,"ESG 300,国证Ａ指,巨潮中盘,内地低碳,上证380,中证500",城市生活垃圾焚烧发电业务。
603569,长久物流,,,6.37,38.44,-1.12,10.29,1.44,-13.8,-44.0,-44.0,-44.0,2003-09-10,2016-08-10,上交所,道路运输业,"国证2000,国证Ａ指",为汽车行业提供综合物流服务，以整车运输业务为核心，为客户提供整车运输、整车仓储、零部件物流等多方面的综合物流服务
603577,汇金通,,,11.1,37.64,1.72,12.86,1.92,35.15,36.53,36.53,36.53,2004-04-06,2016-12-22,上交所,金属制品业,国证Ａ指,输电线路铁塔的研发、设计、生产和销售
603578,三星新材,,,13.13,23.68,-4.31,17.86,1.99,-6.55,-23.38,-46.85,-61.0,1999-06-24,2017-03-06,上交所,非金属矿物制品业,国证Ａ指,各类低温储藏设备玻璃门体及家电玻璃的设计、研发、生产与销售。
603579,荣泰健康,,,20.07,40.35,4.78,44.84,1.5,-19.57,25.18,21.02,27.31,2002-11-15,2017-01-11,上交所,电气机械和器材制造业,"国证2000,国证Ａ指",按摩器具的设计、研发、生产和销售。
603580,*ST艾艾,,,18.98,24.8,-0.33,20.35,5.89,12.12,-1787.08,-280.37,139.88,1997-04-08,2017-05-25,上交所,橡胶和塑料制品业,,轻型输送带的研发、生产及销售。
603583,捷昌驱动,,,32.98,126.07,5.42,46.95,2.69,-14.91,34.49,45.12,25.11,2010-04-30,2018-09-21,上交所,电气机械和器材制造业,"国证2000,国证Ａ指,上证380",线性驱动系统的研发、生产和销售业务
603585,苏利股份,,,21.29,40.77,3.47,27.44,1.59,41.56,23.13,21.61,48.37,1994-12-22,2016-12-14,上交所,化学原料和化学制品制造业,国证Ａ指,农药、阻燃剂及其他精细化工产品的研发、生产和销售。
603586,金麒麟,,,19.8,38.82,5.17,24.05,1.69,51.38,28.47,28.47,28.47,1999-08-10,2017-04-06,上交所,汽车制造业,国证Ａ指,摩擦材料及制动产品的研发、生产和销售。
603587,地素时尚,,,12.95,61.4,6.06,15.23,1.69,10.5,23.58,23.58,23.58,2002-05-23,2018-06-22,上交所,纺织服装、服饰业,"国证2000,国证Ａ指",中高端品牌女装相关的设计、推广以及销售。
603588,高能环境,,,15.29,232.9,5.18,18.66,2.27,189.04,19.15,27.79,9.66,1992-08-28,2014-12-29,上交所,生态保护和环境治理业,"国证2000,国证Ａ指,上证380",固废污染防治技术研究、成果转化和提供系统解决方案
603589,口子窖,,,24.94,149.17,3.02,35.83,1.39,-26.11,38.1,22.15,11.35,2002-12-26,2015-06-29,上交所,酒、饮料和精制茶制造业,"国证Ａ指,巨潮小盘,中证500",白酒的生产和销售。
603590,康辰药业,,,36.07,57.07,4.16,67.98,1.78,23.02,34.0,34.56,30.37,2003-09-03,2018-08-27,上交所,医药制造业,"国证2000,国证Ａ指",药品的研发、生产和销售。
603595,ST东尼,,,17.76,41.28,-1.65,28.28,2.72,-2.34,-81.13,-64.71,43.37,2008-01-25,2017-07-12,上交所,计算机、通信和其他电子设备制造业,,公司专注于超微细合金线材及其他金属基复合材料的应用研发、生产与销售。
603596,伯特利,,,46.64,282.88,7.64,61.52,3.62,-20.41,21.6,21.6,21.6,2004-06-25,2018-04-27,上交所,汽车制造业,"国证Ａ指,巨潮中盘,上证380,中证500",汽车制动系统相关产品的研发、生产和销售。
603598,引力传媒,,,21.19,57.08,-1.01,34.48,25.59,31.13,-331.26,-315.63,210.5,2005-08-10,2015-05-27,上交所,商务服务业,国证Ａ指,为客户提供媒介代理服务，以及数据策略与咨询、植入广告、互联网公关、品牌管理等专项广告服务。
603599,广信股份,,,13.79,125.53,4.81,16.65,1.26,28.4,17.31,16.12,18.09,2000-03-15,2015-05-13,上交所,化学原料和化学制品制造业,"国证2000,国证Ａ指,上证380",以光气为原料的农药原药、制剂及精细化工中间体的研发、生产与销售，主营产品包括多菌灵、甲基硫菌灵等杀菌剂，敌草隆等除草剂以及氨基甲酸甲酯、异氰酸酯等精细化工中间体。
603600,永艺股份,,,11.18,33.54,5.73,13.25,1.61,17.07,14.05,12.47,14.47,2001-04-27,2015-01-23,上交所,家具制造业,国证Ａ指,办公椅和按摩椅椅身研发、设计、生产和销售，并经营部分功能座椅配件及沙发业务。
603601,再升科技,,,15.15,173.06,1.25,16.65,6.4,341.69,469.45,308.4,302.42,2007-06-28,2015-01-22,上交所,非金属矿物制品业,"国证2000,国证Ａ指",超细纤维、膜材、吸附材料及吸音绝热材料等新材料的研究、生产、销售
603602,纵横通信,,,13.03,30.11,1.08,17.75,2.79,-15.22,106.52,159.62,73.81,2006-12-28,2017-08-10,上交所,软件和信息技术服务业,国证Ａ指,通信网络技术服务和通信产品研发及销售
603605,珀莱雅,,,60.76,240.6,17.06,99.31,3.79,-18.34,16.32,16.06,16.4,2006-05-24,2017-11-15,上交所,化学原料和化学制品制造业,"ESG 300,国证Ａ指,国证治理,巨潮中盘,上证380,中证500",化妆品的研发、生产和销售。
603606,东方电缆,,,65.91,453.27,8.41,73.94,5.33,28.45,33.28,35.65,30.5,1998-10-22,2014-10-15,上交所,电气机械和器材制造业,"国证Ａ指,巨潮中盘,上证380,中证500",电线电缆的研发、生产、销售；为海洋工程用线缆的客户提供定制化服务
603607,京华激光,,,23.49,41.93,5.98,35.98,4.15,28.5,38.83,39.59,42.81,1992-10-08,2017-10-25,上交所,造纸和纸制品业,国证Ａ指,激光全息模压制品、铂金浮雕光学产品制造、销售及技术开发。
603608,天创时尚,,,12.89,54.1,-4.26,13.47,5.12,160.4,-82.88,-59.58,-776.5,2004-04-09,2016-02-18,上交所,皮革、毛皮、羽毛及其制品和制鞋业,国证Ａ指,鞋履服饰、移动互联网数字营销
603609,禾丰股份,,,6.85,62.22,0.76,9.21,0.96,-17.12,34.1,18.17,36.14,2003-03-27,2014-08-08,上交所,农副食品加工业,国证Ａ指,饲料及饲料原料贸易、肉禽产业化、生猪养殖、相关业务
603610,麒盛科技,,,15.37,54.25,2.07,21.91,1.74,54.92,51.7,51.7,51.7,2005-10-19,2019-10-29,上交所,家具制造业,"国证2000,国证Ａ指",智能电动床及配套产品的研发、设计、生产和销售。
603611,诺力股份,,,20.61,53.09,4.51,29.5,1.67,21.71,12.37,12.37,12.37,2000-03-03,2015-01-28,上交所,通用设备制造业,"国证2000,国证Ａ指",轻小型搬运车辆及电动仓储车辆的研发、生产、销售；智能化物流系统集成及智能仓储、搬运设备研发。
603612,索通发展,,,24.69,122.98,4.83,36.35,2.08,48.64,17.36,16.47,14.9,2003-08-27,2017-07-18,上交所,非金属矿物制品业,"国证2000,国证Ａ指,上证380",预焙阳极的研发、生产及销售业务
603613,国联股份,,,27.73,199.81,9.06,33.46,2.25,17.28,13.92,13.73,13.61,2002-09-06,2019-07-30,上交所,互联网和相关服务,"国证Ａ指,巨潮小盘,上证380",B2B电子商务，产业互联网平台。主要业务板块：B2B信息服务平台——国联资源网；B2B垂直电商平台——涂多多、卫多多、玻多多等多多平台；产业科技服务——行业软件、物联网、云计算、大数据、金融科技
603615,茶花股份,,,20.0,48.36,0.38,29.68,4.22,-8.63,755.0,755.0,755.0,1997-03-03,2017-02-13,上交所,橡胶和塑料制品业,"国证2000,国证Ａ指",以日用塑料制品为主的家居用品的研发、生产、销售。
603616,韩建河山,,,6.31,24.25,-10.56,9.26,11.6,92.38,-103.88,-244.33,-62.93,2004-07-07,2015-06-11,上交所,非金属矿物制品业,国证Ａ指,专业生产混凝土输水管道；货物运输；咨询代理；工程项目承包等
603617,君禾股份,,,7.28,27.93,2.08,10.39,1.82,4.9,59.67,56.19,40.55,2003-04-30,2017-07-03,上交所,通用设备制造业,国证Ａ指,家用水泵及其配件的研发、设计、制造及销售。
603618,杭电股份,,,31.41,217.16,-2.17,31.41,8.03,393.87,-90.81,-72.7,67.16,2002-04-17,2015-02-17,上交所,电气机械和器材制造业,"国证2000,国证Ａ指",电力电缆与光通信
603619,中曼石油,,,33.39,154.37,4.26,48.18,3.58,106.58,30.3,30.3,30.3,2003-06-13,2017-11-17,上交所,石油和天然气开采业,"国证2000,国证Ａ指,上证380",钻井工程和钻机装备制造业务。
603626,科森科技,,,22.9,127.07,2.65,29.2,5.58,192.46,99.44,-36.19,8.24,2010-12-01,2017-02-09,上交所,金属制品业,国证Ａ指,精密金属结构件的研发、设计、生产和销售。
603628,清源股份,,,13.44,36.58,2.56,17.47,2.74,18.27,40.09,40.71,27.74,2007-08-31,2017-01-12,上交所,电气机械和器材制造业,"国证2000,国证Ａ指",光伏支架的研发、设计、生产和销售；光伏电站的开发及建设；光伏电力电子产品的研发、生产和销售。
603629,利通电子,,,116.48,298.67,3.02,119.02,16.1,410.18,162.64,1241.25,106.12,1980-11-25,2018-12-24,上交所,金属制品业,"国证2000,国证Ａ指",应用于液晶电视等液晶显示领域的精密金属结构件、电子元器件的设计、生产、销售。
603630,拉芳家化,,,16.31,36.73,-0.03,31.19,1.92,-6.32,-5168.13,88.79,219.36,2001-12-14,2017-03-13,上交所,化学原料和化学制品制造业,"国证2000,国证Ａ指",日用化学产品的研发、生产与销售。
603633,徕木股份,,,8.67,37.0,0.4,13.37,1.91,7.8,229.63,50.35,218.36,2003-03-12,2016-11-17,上交所,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指",以连接器和屏蔽罩为主的精密电子元件研发、生产和销售。
603636,南威软件,,,8.99,52.17,-4.49,15.02,2.32,-23.88,-20.97,-16.84,-38.9,2002-10-18,2014-12-30,上交所,软件和信息技术服务业,国证Ａ指,互联网+政务、城市公共安全管理、城市物联网应用、智慧城市建设
603637,镇海股份,,,16.5,39.38,4.89,16.88,3.77,72.96,59.56,59.56,59.56,1994-06-30,2017-02-08,上交所,土木工程建筑业,国证Ａ指,向客户提供从工程前期的规划咨询到设计、采购、施工管理、开车、结算审核直到运营服务的一站式解决方案。
603638,艾迪精密,,,22.28,185.17,6.3,25.85,5.08,18.51,41.79,47.04,30.57,2003-08-06,2017-01-20,上交所,专用设备制造业,"国证Ａ指,巨潮小盘",液压技术的研究及液压产品的开发、生产和销售。
603639,海利尔,,,13.62,46.29,2.77,15.78,1.35,20.0,24.62,26.26,17.18,1999-12-01,2017-01-12,上交所,化学原料和化学制品制造业,国证Ａ指,农药制剂、农药中间体、农药原药和水溶性肥料的研发、生产和销售
603648,畅联股份,,,9.76,35.37,4.82,12.2,1.9,-3.37,28.71,28.71,28.71,2001-05-22,2017-09-13,上交所,商务服务业,国证Ａ指,精益供应链管理
603650,彤程新材,,,55.67,342.08,6.19,64.77,7.94,76.78,58.66,60.97,47.03,2008-06-04,2018-06-27,上交所,化学原料和化学制品制造业,"国证Ａ指,巨潮小盘,上证380,中证500",精细化工材料的研发、生产、销售和相关贸易业务。
603655,朗博科技,,,43.2,45.79,6.89,48.0,8.25,87.99,111.1,164.0,105.5,2005-02-05,2017-12-29,上交所,橡胶和塑料制品业,国证Ａ指,汽车用橡胶零部件的研发、生产和销售
603656,泰禾智能,,,20.13,36.83,1.37,26.5,2.79,5.11,126.43,126.43,126.43,2004-12-10,2017-03-21,上交所,专用设备制造业,国证Ａ指,主营智能装备制造业，研发、生产和销售智能检测分选装备与智能制造装备（工业机器人），并为部分行业用户提供个性化、多样化、系统化的自动化生产整体解决方案。
603657,春光科技,,,26.02,35.18,0.29,48.41,3.73,61.77,243.76,245.74,545.82,2000-07-11,2018-07-30,上交所,橡胶和塑料制品业,国证Ａ指,清洁电器软管及配件产品的研发、生产和销售。
603658,安图生物,,,33.91,193.77,8.6,42.75,2.11,-12.2,18.73,18.14,20.49,1999-09-15,2016-09-01,上交所,医药制造业,"国证Ａ指,巨潮小盘,上证380,责任指数,中证500",体外诊断试剂及其仪器的研发、生产和销售
603659,璞泰来,,,34.38,734.49,5.77,37.51,3.58,99.42,28.52,31.14,26.08,2012-11-06,2017-11-03,上交所,计算机、通信和其他电子设备制造业,"ESG 300,国证Ａ指,国证环保,巨潮中盘,内地低碳,上证380,中证500",锂离子电池负极材料、自动化涂布机、涂覆隔膜、铝塑包装膜、纳米氧化铝等关键材料及工艺设备研发、生产和销售，为下游客户提供专业性、高品质的新能源锂离子电池材料及专业工艺设备综合解决方案，通过渠道共享、研发合作、工艺配套等实现了关键业务价值链的产业协同。
603660,苏州科达,,,10.45,59.72,-9.49,12.48,7.26,57.85,-30.31,-29.57,-12.85,2004-06-10,2016-12-01,上交所,计算机、通信和其他电子设备制造业,国证Ａ指,AI和大数据应用相关产品、服务
603661,恒林股份,,,31.68,44.06,2.84,35.8,1.16,23.8,15.97,16.75,11.85,1998-04-03,2017-11-21,上交所,家具制造业,国证Ａ指,办公椅、沙发、按摩椅及配件的研发、生产与销售。
603662,柯力传感,,,56.03,157.35,8.42,84.49,5.71,-13.7,48.57,60.4,46.45,2002-12-30,2019-08-06,上交所,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指",研制、生产和销售应变式传感器（其中主要为应变式称重传感器）、仪表等元器件，提供系统集成及干粉砂浆第三方系统服务。
